Order ID,Category,Sub Category,Region,City,State,Sales,Cost,Quantity,Profit,Profit Margin %,Discount,Order Date,,,,,,,,
ORD00402,Food Grains,Organic Staples,West,Nelluru,Andhra Pradesh,10335,8516.31,41,1818.69,17.6,0.245,8/19/2024,,,,,,,,
ORD00403,Bakery,Biscuits,East,Anathapuram,Andhra Pradesh,10330,7382.66,41,2947.34,28.53,0.224285714,10/13/2022,,,,,,,,
ORD00404,Bakery,Cakes,West,Ramanadhapuram,Andhra Pradesh,10311,7227.83,41,3083.17,29.9,0.19,1/31/2022,,,,,,,,
ORD00405,Snacks,Cookies,East,Kanyakumari,Andhra Pradesh,10291,7109.39,41,3181.61,30.92,0.241111111,11/22/2024,,,,,,,,
ORD00406,Oil & Masala,Masalas,Central,Kanyakumari,Andhra Pradesh,10290,8372.47,41,1917.53,18.63,0.21,3/19/2022,,,,,,,,
ORD00407,Oil & Masala,Spices,East,Krishnagiri,Andhra Pradesh,10271,7552.33,41,2718.67,26.47,0.245714286,3/12/2022,,,,,,,,
ORD00408,Bakery,Breads & Buns,West,Markapur,Andhra Pradesh,10259,8040.69,41,2218.31,21.62,0.201666667,6/15/2022,,,,,,,,
ORD00409,Beverages,Health Drinks,South,Adoni,Andhra Pradesh,10256,7581.45,41,2674.55,26.08,0.232857143,10/19/2023,,,,,,,,
ORD00410,Food Grains,Dals & Pulses,West,Visakhapatnam,Andhra Pradesh,10252,8964.25,41,1287.75,12.56,0.248,10/15/2023,,,,,,,,
ORD00411,Snacks,Noodles,East,Viluppuram,Andhra Pradesh,10247,6801.43,41,3445.57,33.63,0.214285714,4/28/2024,,,,,,,,
ORD00412,Beverages,Health Drinks,West,Krishnagiri,Andhra Pradesh,10229,7474.32,41,2754.68,26.93,0.271111111,5/1/2024,,,,,,,,
ORD00413,Oil & Masala,Edible Oil & Ghee,West,Anathapuram,Andhra Pradesh,10228,7961.03,41,2266.97,22.16,0.237142857,11/27/2024,,,,,,,,
ORD00414,Fruits & Veggies,Organic Vegetables,South,Kurnool,Andhra Pradesh,10219,8211.8,41,2007.2,19.64,0.224285714,8/21/2022,,,,,,,,
ORD00415,Fruits & Veggies,Fresh Fruits,East,Eluru,Andhra Pradesh,10200,7783.85,41,2416.15,23.69,0.175,2/8/2022,,,,,,,,
ORD00416,Fruits & Veggies,Organic Vegetables,East,Thanda,Andhra Pradesh,10193,7936.92,41,2256.08,22.13,0.231666667,9/4/2022,,,,,,,,
ORD00417,Oil & Masala,Spices,East,Thanda,Andhra Pradesh,10192,7420.27,41,2771.73,27.2,0.212857143,11/18/2024,,,,,,,,
ORD00418,"Eggs, Meat & Fish",Eggs,Central,Cumbum,Andhra Pradesh,10190,7623.26,41,2566.74,25.19,0.262857143,1/15/2022,,,,,,,,
ORD00419,"Eggs, Meat & Fish",Fish,West,Vellore,Andhra Pradesh,10174,7360.32,41,2813.68,27.66,0.24,10/3/2023,,,,,,,,
ORD00420,Beverages,Soft Drinks,South,Eluru,Andhra Pradesh,10169,7499.63,41,2669.37,26.25,0.25,1/7/2024,,,,,,,,
ORD00421,"Eggs, Meat & Fish",Chicken,West,Visakhapatnam,Andhra Pradesh,10167,8133.35,41,2033.65,20,0.252857143,3/29/2023,,,,,,,,
ORD00422,Bakery,Biscuits,East,Guntur,Andhra Pradesh,10162,6880.18,41,3281.82,32.3,0.215,3/23/2022,,,,,,,,
ORD00423,Beverages,Soft Drinks,East,Ongole,Andhra Pradesh,10149,7988.62,41,2160.38,21.29,0.205714286,6/21/2024,,,,,,,,
ORD00424,Snacks,Chocolates,Central,Anathapuram,Andhra Pradesh,10145,7646.16,41,2498.84,24.63,0.215,10/8/2022,,,,,,,,
ORD00425,Food Grains,Atta & Flour,West,Adoni,Andhra Pradesh,10138,8882.25,41,1255.75,12.39,0.245,6/8/2023,,,,,,,,
ORD00426,Beverages,Health Drinks,West,Dharmavaram,Andhra Pradesh,10126,7600.12,41,2525.88,24.94,0.213333333,11/11/2022,,,,,,,,
ORD00427,Food Grains,Dals & Pulses,East,Visakhapatnam,Andhra Pradesh,10121,7740.51,40,2380.49,23.52,0.245,7/23/2023,,,,,,,,
ORD00428,Fruits & Veggies,Organic Fruits,West,Nelluru,Andhra Pradesh,10121,7469.71,40,2651.29,26.2,0.272,2/15/2024,,,,,,,,
ORD00429,Bakery,Biscuits,East,Viluppuram,Andhra Pradesh,10118,6829.86,40,3288.14,32.5,0.257142857,4/8/2024,,,,,,,,
ORD00430,Snacks,Cookies,West,Cumbum,Andhra Pradesh,10117,7145.11,40,2971.89,29.38,0.25125,3/18/2023,,,,,,,,
ORD00431,Fruits & Veggies,Organic Fruits,West,Kanyakumari,Andhra Pradesh,10104,7430.6,40,2673.4,26.46,0.198333333,6/1/2024,,,,,,,,
ORD00432,Fruits & Veggies,Organic Fruits,Central,Kodmur,Andhra Pradesh,10094,7242.06,40,2851.94,28.25,0.26,2/10/2024,,,,,,,,
ORD00433,Beverages,Health Drinks,Central,Kadiri,Andhra Pradesh,10088,6786.41,40,3301.59,32.73,0.184285714,8/19/2023,,,,,,,,
ORD00434,Oil & Masala,Spices,West,Krishnagiri,Andhra Pradesh,10087,7069.76,40,3017.24,29.91,0.22,1/24/2022,,,,,,,,
ORD00435,Bakery,Biscuits,East,Dhone,Andhra Pradesh,10077,8200.36,40,1876.64,18.62,0.22375,8/14/2024,,,,,,,,
ORD00436,Beverages,Health Drinks,East,Ramanadhapuram,Andhra Pradesh,10070,8194.61,40,1875.39,18.62,0.2,6/10/2024,,,,,,,,
ORD00437,Oil & Masala,Masalas,Central,Markapur,Andhra Pradesh,10057,8001.19,40,2055.81,20.44,0.22,11/26/2023,,,,,,,,
ORD00438,Fruits & Veggies,Fresh Vegetables,West,Ongole,Andhra Pradesh,10052,7026.18,40,3025.82,30.1,0.267142857,9/13/2024,,,,,,,,
ORD00439,Snacks,Noodles,East,Dharmavaram,Andhra Pradesh,10025,7648.12,40,2376.88,23.71,0.283333333,5/20/2022,,,,,,,,
ORD00440,Oil & Masala,Masalas,West,Dhone,Andhra Pradesh,10023,8203.45,40,1819.55,18.15,0.23375,1/30/2023,,,,,,,,
ORD00441,Beverages,Soft Drinks,Central,Visakhapatnam,Andhra Pradesh,10008,6508.56,40,3499.44,34.97,0.197142857,10/12/2022,,,,,,,,
ORD00442,Fruits & Veggies,Organic Fruits,East,Visakhapatnam,Andhra Pradesh,10004,7391.36,40,2612.64,26.12,0.24,10/9/2024,,,,,,,,
ORD00443,Fruits & Veggies,Fresh Fruits,West,Kodmur,Andhra Pradesh,9998,8250.47,40,1747.53,17.48,0.236,12/1/2023,,,,,,,,
ORD00444,Bakery,Breads & Buns,West,Prakasham,Andhra Pradesh,9998,7689.63,40,2308.37,23.09,0.227142857,10/24/2023,,,,,,,,
ORD00445,Oil & Masala,Edible Oil & Ghee,East,Kurnool,Andhra Pradesh,9982,7242.64,40,2739.36,27.44,0.238333333,4/16/2023,,,,,,,,
ORD00446,Fruits & Veggies,Fresh Fruits,South,Visakhapatnam,Andhra Pradesh,9981,6953.05,40,3027.95,30.34,0.198,8/8/2024,,,,,,,,
ORD00447,Oil & Masala,Spices,East,Prakasham,Andhra Pradesh,9966,7820.48,40,2145.52,21.53,0.145,6/13/2024,,,,,,,,
ORD00448,Snacks,Cookies,South,Dharmavaram,Andhra Pradesh,9966,6647.08,40,3318.92,33.3,0.246,2/18/2024,,,,,,,,
ORD00449,Food Grains,Dals & Pulses,East,Dharmavaram,Andhra Pradesh,9961,7795.12,40,2165.88,21.74,0.266666667,10/1/2022,,,,,,,,
ORD00450,"Eggs, Meat & Fish",Fish,East,Guntur,Andhra Pradesh,9930,7351.86,40,2578.14,25.96,0.271666667,10/13/2023,,,,,,,,
ORD00451,Snacks,Noodles,East,Ongole,Andhra Pradesh,9911,7534.45,40,2376.55,23.98,0.216666667,8/8/2022,,,,,,,,
ORD00452,Food Grains,Organic Staples,East,Viluppuram,Andhra Pradesh,9897,6920.76,40,2976.24,30.07,0.211666667,7/10/2022,,,,,,,,
ORD00453,"Eggs, Meat & Fish",Chicken,Central,Adoni,Andhra Pradesh,9894,7446.88,40,2447.12,24.73,0.181666667,5/3/2023,,,,,,,,
ORD00454,Oil & Masala,Edible Oil & Ghee,East,Vellore,Andhra Pradesh,9894,8100.81,40,1793.19,18.12,0.238333333,2/6/2023,,,,,,,,
ORD00455,Fruits & Veggies,Fresh Vegetables,West,Kurnool,Andhra Pradesh,9881,7371.22,40,2509.78,25.4,0.21,11/22/2024,,,,,,,,
ORD00456,Snacks,Cookies,South,Anathapuram,Andhra Pradesh,9857,7582.45,39,2274.55,23.08,0.26625,4/6/2024,,,,,,,,
ORD00457,Snacks,Cookies,East,Kurnool,Andhra Pradesh,9851,7993.48,39,1857.52,18.86,0.26,11/18/2024,,,,,,,,
ORD00458,Food Grains,Atta & Flour,West,Anathapuram,Andhra Pradesh,9838,7919.18,39,1918.82,19.5,0.238571429,4/12/2023,,,,,,,,
ORD00459,Food Grains,Organic Staples,West,Cumbum,Andhra Pradesh,9826,7190.64,39,2635.36,26.82,0.261428571,8/23/2023,,,,,,,,
ORD00460,Oil & Masala,Masalas,West,Prakasham,Andhra Pradesh,9821,6655.32,39,3165.68,32.23,0.23,1/15/2022,,,,,,,,
ORD00461,Bakery,Breads & Buns,West,Adoni,Andhra Pradesh,9816,7728.84,39,2087.16,21.26,0.206666667,1/13/2024,,,,,,,,
ORD00462,Bakery,Cakes,East,Nelluru,Andhra Pradesh,9813,7273.96,39,2539.04,25.87,0.262857143,6/13/2022,,,,,,,,
ORD00463,"Eggs, Meat & Fish",Mutton,Central,Dhone,Andhra Pradesh,9804,7068.44,39,2735.56,27.9,0.275,10/30/2024,,,,,,,,
ORD00464,Food Grains,Atta & Flour,West,Kadiri,Andhra Pradesh,9803,6865.14,39,2937.86,29.97,0.21,8/13/2024,,,,,,,,
ORD00465,Bakery,Biscuits,East,Krishnagiri,Andhra Pradesh,9801,7182.94,39,2618.06,26.71,0.252,8/21/2023,,,,,,,,
ORD00466,Food Grains,Atta & Flour,West,Guntur,Andhra Pradesh,9799,8171.38,39,1627.62,16.61,0.243333333,12/30/2022,,,,,,,,
ORD00467,Oil & Masala,Masalas,East,Anathapuram,Andhra Pradesh,9797,7003.04,39,2793.96,28.52,0.188888889,10/18/2023,,,,,,,,
ORD00468,Bakery,Breads & Buns,West,Kadiri,Andhra Pradesh,9790,7608.49,39,2181.51,22.28,0.21625,11/1/2022,,,,,,,,
ORD00469,Oil & Masala,Masalas,South,Prakasham,Andhra Pradesh,9781,8107.64,39,1673.36,17.11,0.266666667,10/11/2022,,,,,,,,
ORD00470,Bakery,Cakes,West,Cumbum,Andhra Pradesh,9781,6898.18,39,2882.82,29.47,0.228333333,7/29/2022,,,,,,,,
ORD00471,Food Grains,Rice,West,Prakasham,Andhra Pradesh,9779,7521.09,39,2257.91,23.09,0.263333333,9/23/2022,,,,,,,,
ORD00472,Beverages,Health Drinks,West,Dhone,Andhra Pradesh,9775,7077.51,39,2697.49,27.6,0.265555556,7/25/2024,,,,,,,,
ORD00473,Oil & Masala,Masalas,Central,Visakhapatnam,Andhra Pradesh,9771,8111.24,39,1659.76,16.99,0.198333333,12/17/2024,,,,,,,,
ORD00474,Food Grains,Organic Staples,Central,Ramanadhapuram,Andhra Pradesh,9765,6127.61,39,3637.39,37.25,0.193333333,12/15/2024,,,,,,,,
ORD00475,Beverages,Soft Drinks,Central,Eluru,Andhra Pradesh,9765,7321.83,39,2443.17,25.02,0.237142857,5/30/2023,,,,,,,,
ORD00476,"Eggs, Meat & Fish",Eggs,South,Kurnool,Andhra Pradesh,9763,7517.62,39,2245.38,23,0.266,7/8/2022,,,,,,,,
ORD00477,"Eggs, Meat & Fish",Fish,West,Vizag,Andhra Pradesh,9762,6798.7,39,2963.3,30.36,0.207142857,10/7/2024,,,,,,,,
ORD00478,Snacks,Chocolates,East,Ramanadhapuram,Andhra Pradesh,9753,6879.89,39,2873.11,29.46,0.194285714,7/6/2024,,,,,,,,
ORD00479,Food Grains,Atta & Flour,East,Eluru,Andhra Pradesh,9752,7422.24,39,2329.76,23.89,0.232,9/26/2022,,,,,,,,
ORD00480,Beverages,Health Drinks,Central,Vellore,Andhra Pradesh,9746,6779.7,39,2966.3,30.44,0.26375,1/20/2022,,,,,,,,
ORD00481,Snacks,Chocolates,Central,Krishnagiri,Andhra Pradesh,9743,7691.59,39,2051.41,21.06,0.164,8/27/2024,,,,,,,,
ORD00482,Beverages,Soft Drinks,South,Nandyal,Andhra Pradesh,9727,6721.97,39,3005.03,30.89,0.194,1/11/2024,,,,,,,,
ORD00483,Bakery,Biscuits,Central,Eluru,Andhra Pradesh,9718,7574.29,39,2143.71,22.06,0.24,8/16/2023,,,,,,,,
ORD00484,Fruits & Veggies,Organic Vegetables,West,Cumbum,Andhra Pradesh,9697,7794.19,39,1902.81,19.62,0.203333333,7/26/2024,,,,,,,,
ORD00485,Oil & Masala,Edible Oil & Ghee,East,Krishnagiri,Andhra Pradesh,9695,7618.99,39,2076.01,21.41,0.197142857,11/7/2023,,,,,,,,
ORD00486,"Eggs, Meat & Fish",Fish,West,Ramanadhapuram,Andhra Pradesh,9671,6805.76,39,2865.24,29.63,0.205,4/21/2024,,,,,,,,
ORD00487,Food Grains,Organic Staples,West,Markapur,Andhra Pradesh,9662,7221.19,39,2440.81,25.26,0.188333333,8/12/2023,,,,,,,,
ORD00488,Beverages,Health Drinks,West,Nelluru,Andhra Pradesh,9660,7143.27,39,2516.73,26.05,0.232857143,12/7/2024,,,,,,,,
ORD00489,Food Grains,Dals & Pulses,West,Nandyal,Andhra Pradesh,9646,7487.07,39,2158.93,22.38,0.248333333,12/14/2023,,,,,,,,
ORD00490,Bakery,Breads & Buns,Central,Eluru,Andhra Pradesh,9627,7911.4,39,1715.6,17.82,0.226,1/31/2023,,,,,,,,
ORD00491,Oil & Masala,Masalas,Central,Kurnool,Andhra Pradesh,9620,6926.26,38,2693.74,28,0.233333333,11/25/2023,,,,,,,,
ORD00492,Oil & Masala,Spices,East,Kodmur,Andhra Pradesh,9618,7762.06,38,1855.94,19.3,0.262857143,4/9/2023,,,,,,,,
ORD00493,"Eggs, Meat & Fish",Mutton,Central,Vellore,Andhra Pradesh,9613,6716.01,38,2896.99,30.14,0.266666667,3/16/2023,,,,,,,,
ORD00494,"Eggs, Meat & Fish",Fish,Central,Kurnool,Andhra Pradesh,9612,7380.93,38,2231.07,23.21,0.223333333,10/28/2023,,,,,,,,
ORD00495,"Eggs, Meat & Fish",Mutton,West,Dharmavaram,Andhra Pradesh,9600,6865.66,38,2734.34,28.48,0.18,1/2/2023,,,,,,,,
ORD00496,"Eggs, Meat & Fish",Chicken,West,Kodmur,Andhra Pradesh,9593,7741.43,38,1851.57,19.3,0.21,4/23/2024,,,,,,,,
ORD00497,Beverages,Soft Drinks,West,Ramanadhapuram,Andhra Pradesh,9592,8129.64,38,1462.36,15.25,0.266666667,10/31/2024,,,,,,,,
ORD00498,"Eggs, Meat & Fish",Fish,West,Cumbum,Andhra Pradesh,9589,7006.45,38,2582.55,26.93,0.215714286,3/12/2022,,,,,,,,
ORD00499,Fruits & Veggies,Fresh Vegetables,East,Anathapuram,Andhra Pradesh,9572,6734.99,38,2837.01,29.64,0.213333333,3/10/2022,,,,,,,,
ORD00500,Fruits & Veggies,Organic Fruits,West,Kadiri,Andhra Pradesh,9570,7032.48,38,2537.52,26.52,0.211428571,6/1/2024,,,,,,,,
ORD00501,Oil & Masala,Spices,West,Nelluru,Andhra Pradesh,9569,7037.87,38,2531.13,26.45,0.16,11/10/2024,,,,,,,,
ORD00502,Food Grains,Rice,Central,Krishnagiri,Andhra Pradesh,9556,6632.55,38,2923.45,30.59,0.235714286,11/17/2023,,,,,,,,
ORD00503,Food Grains,Dals & Pulses,East,Nandyal,Andhra Pradesh,9537,7956.3,38,1580.7,16.57,0.248571429,6/6/2023,,,,,,,,
ORD00504,Fruits & Veggies,Fresh Fruits,Central,Adoni,Andhra Pradesh,9533,6614.43,38,2918.57,30.62,0.215,2/1/2023,,,,,,,,
ORD00505,"Eggs, Meat & Fish",Eggs,West,Kodmur,Andhra Pradesh,9517,6476.09,38,3040.91,31.95,0.238333333,4/6/2024,,,,,,,,
ORD00506,Food Grains,Rice,West,Nelluru,Andhra Pradesh,9511,7403.45,38,2107.55,22.16,0.24,3/18/2024,,,,,,,,
ORD00507,Beverages,Soft Drinks,East,Kurnool,Andhra Pradesh,9507,7537.29,38,1969.71,20.72,0.184,8/24/2024,,,,,,,,
ORD00508,Bakery,Breads & Buns,East,Nelluru,Andhra Pradesh,9489,6739.99,38,2749.01,28.97,0.226666667,4/18/2023,,,,,,,,
ORD00509,Oil & Masala,Spices,Central,Eluru,Andhra Pradesh,9483,7319.17,38,2163.83,22.82,0.242,7/25/2022,,,,,,,,
ORD00510,Beverages,Soft Drinks,Central,Dhone,Andhra Pradesh,9456,6653.91,38,2802.09,29.63,0.281666667,1/13/2024,,,,,,,,
ORD00511,Oil & Masala,Edible Oil & Ghee,West,Vellore,Andhra Pradesh,9449,7917.29,38,1531.71,16.21,0.271666667,12/23/2022,,,,,,,,
ORD00512,Bakery,Cakes,East,Kurnool,Andhra Pradesh,9437,6698.12,38,2738.88,29.02,0.213333333,3/13/2022,,,,,,,,
ORD00513,Snacks,Chocolates,West,Kodmur,Andhra Pradesh,9431,6542.93,38,2888.07,30.62,0.211428571,2/12/2023,,,,,,,,
ORD00514,Bakery,Biscuits,Central,Kadiri,Andhra Pradesh,9428,6974.56,38,2453.44,26.02,0.212857143,7/11/2024,,,,,,,,
ORD00515,Beverages,Health Drinks,Central,Adoni,Andhra Pradesh,9425,7852.43,38,1572.57,16.69,0.21,5/2/2023,,,,,,,,
ORD00516,Fruits & Veggies,Fresh Vegetables,East,Visakhapatnam,Andhra Pradesh,9415,7283.99,38,2131.01,22.63,0.236666667,8/22/2024,,,,,,,,
ORD00517,Beverages,Health Drinks,West,Thanda,Andhra Pradesh,9415,7519.9,38,1895.1,20.13,0.26,10/3/2022,,,,,,,,
ORD00518,Oil & Masala,Spices,East,Nelluru,Andhra Pradesh,9389,6630.97,38,2758.03,29.38,0.213333333,1/29/2023,,,,,,,,
ORD00519,Bakery,Breads & Buns,East,Ongole,Andhra Pradesh,9388,6929.87,38,2458.13,26.18,0.191666667,6/8/2024,,,,,,,,
ORD00520,"Eggs, Meat & Fish",Mutton,West,Thanda,Andhra Pradesh,9376,7420.6,38,1955.4,20.86,0.243333333,9/17/2024,,,,,,,,
ORD00521,Snacks,Noodles,West,Cumbum,Andhra Pradesh,9372,7492.69,37,1879.31,20.05,0.231666667,8/21/2024,,,,,,,,
ORD00522,Fruits & Veggies,Organic Fruits,South,Ballari,Andhra Pradesh,9359,6181.44,37,3177.56,33.95,0.208,3/6/2022,,,,,,,,
ORD00523,Bakery,Cakes,Central,Markapur,Andhra Pradesh,9359,6808.62,37,2550.38,27.25,0.242857143,12/14/2022,,,,,,,,
ORD00524,"Eggs, Meat & Fish",Fish,East,Dharmavaram,Andhra Pradesh,9351,6871.64,37,2479.36,26.51,0.284,10/2/2022,,,,,,,,
ORD00525,"Eggs, Meat & Fish",Chicken,South,Guntur,Andhra Pradesh,9350,6815.88,37,2534.12,27.1,0.267142857,2/10/2022,,,,,,,,
ORD00526,Bakery,Breads & Buns,East,Ramanadhapuram,Andhra Pradesh,9347,6840.84,37,2506.16,26.81,0.218,9/13/2022,,,,,,,,
ORD00527,Snacks,Chocolates,South,Viluppuram,Andhra Pradesh,9346,6504.73,37,2841.27,30.4,0.16,11/15/2023,,,,,,,,
ORD00528,Fruits & Veggies,Fresh Vegetables,West,Viluppuram,Andhra Pradesh,9345,6528.82,37,2816.18,30.14,0.226666667,8/2/2022,,,,,,,,
ORD00529,Fruits & Veggies,Organic Fruits,Central,Markapur,Andhra Pradesh,9341,7010.88,37,2330.12,24.95,0.268333333,5/19/2024,,,,,,,,
ORD00530,Oil & Masala,Edible Oil & Ghee,East,Vizag,Andhra Pradesh,9338,7960.95,37,1377.05,14.75,0.231666667,4/14/2024,,,,,,,,
ORD00531,"Eggs, Meat & Fish",Chicken,East,Guntur,Andhra Pradesh,9325,7315.69,37,2009.31,21.55,0.215,8/8/2024,,,,,,,,
ORD00532,"Eggs, Meat & Fish",Eggs,Central,Ramanadhapuram,Andhra Pradesh,9319,6926.02,37,2392.98,25.68,0.264,5/17/2023,,,,,,,,
ORD00533,Beverages,Health Drinks,South,Ongole,Andhra Pradesh,9314,7331.93,37,1982.07,21.28,0.221428571,7/18/2023,,,,,,,,
ORD00534,"Eggs, Meat & Fish",Mutton,Central,Kurnool,Andhra Pradesh,9301,6867.67,37,2433.33,26.16,0.27,9/15/2023,,,,,,,,
ORD00535,"Eggs, Meat & Fish",Mutton,West,Kodmur,Andhra Pradesh,9299,7880.77,37,1418.23,15.25,0.256,12/21/2022,,,,,,,,
ORD00536,Bakery,Breads & Buns,West,Anathapuram,Andhra Pradesh,9280,6588.38,37,2691.62,29,0.201428571,5/10/2024,,,,,,,,
ORD00537,Food Grains,Organic Staples,East,Vellore,Andhra Pradesh,9276,6343.54,37,2932.46,31.61,0.276,10/25/2022,,,,,,,,
ORD00538,"Eggs, Meat & Fish",Mutton,Central,Krishnagiri,Andhra Pradesh,9271,7559.73,37,1711.27,18.46,0.226666667,2/18/2023,,,,,,,,
ORD00539,Fruits & Veggies,Fresh Fruits,Central,Thanda,Andhra Pradesh,9263,7471.82,37,1791.18,19.34,0.264,12/4/2024,,,,,,,,
ORD00540,Bakery,Breads & Buns,South,Ongole,Andhra Pradesh,9260,6743.96,37,2516.04,27.17,0.23,9/22/2024,,,,,,,,
ORD00541,Oil & Masala,Spices,Central,Vellore,Andhra Pradesh,9252,7351.97,37,1900.03,20.54,0.195714286,12/23/2022,,,,,,,,
ORD00542,Snacks,Chocolates,West,Eluru,Andhra Pradesh,9251,7084.65,37,2166.35,23.42,0.27875,9/10/2022,,,,,,,,
ORD00543,Oil & Masala,Edible Oil & Ghee,Central,Eluru,Andhra Pradesh,9249,7211.69,37,2037.31,22.03,0.225,5/3/2022,,,,,,,,
ORD00544,"Eggs, Meat & Fish",Chicken,West,Dharmavaram,Andhra Pradesh,9245,6460.58,37,2784.42,30.12,0.233333333,4/30/2022,,,,,,,,
ORD00545,Oil & Masala,Edible Oil & Ghee,East,Ramanadhapuram,Andhra Pradesh,9216,6221.83,37,2994.17,32.49,0.211428571,9/2/2024,,,,,,,,
ORD00546,"Eggs, Meat & Fish",Eggs,West,Prakasham,Andhra Pradesh,9206,6618.33,37,2587.67,28.11,0.223333333,12/1/2024,,,,,,,,
ORD00547,Bakery,Breads & Buns,Central,Prakasham,Andhra Pradesh,9204,5833.52,37,3370.48,36.62,0.23375,1/22/2024,,,,,,,,
ORD00548,Fruits & Veggies,Fresh Fruits,East,Adoni,Andhra Pradesh,9197,6703.53,37,2493.47,27.11,0.22,12/5/2024,,,,,,,,
ORD00549,Food Grains,Dals & Pulses,East,Guntur,Andhra Pradesh,9195,7150.95,37,2044.05,22.23,0.258,11/9/2024,,,,,,,,
ORD00550,Oil & Masala,Edible Oil & Ghee,West,Viluppuram,Andhra Pradesh,9178,6089.78,37,3088.22,33.65,0.246666667,9/17/2022,,,,,,,,
ORD00551,Fruits & Veggies,Organic Vegetables,East,Cumbum,Andhra Pradesh,9177,7189.23,37,1987.77,21.66,0.22,10/1/2023,,,,,,,,
ORD00552,Beverages,Health Drinks,Central,Kanyakumari,Andhra Pradesh,9168,7609.1,37,1558.9,17,0.2,1/31/2024,,,,,,,,
ORD00553,Bakery,Biscuits,Central,Krishnagiri,Andhra Pradesh,9162,6449.84,37,2712.16,29.6,0.234,1/5/2023,,,,,,,,
ORD00554,Beverages,Soft Drinks,East,Kodmur,Andhra Pradesh,9155,6157.89,37,2997.11,32.74,0.23,10/30/2022,,,,,,,,
ORD00555,Food Grains,Dals & Pulses,South,Anathapuram,Andhra Pradesh,9150,7382.49,37,1767.51,19.32,0.256,8/18/2022,,,,,,,,
ORD00556,Beverages,Health Drinks,West,Markapur,Andhra Pradesh,9147,6555.5,37,2591.5,28.33,0.231428571,7/7/2024,,,,,,,,
ORD00557,Oil & Masala,Spices,Central,Kodmur,Andhra Pradesh,9143,7835.07,37,1307.93,14.31,0.254,6/10/2022,,,,,,,,
ORD00558,Snacks,Chocolates,East,Ongole,Andhra Pradesh,9137,6849.12,37,2287.88,25.04,0.234285714,11/26/2022,,,,,,,,
ORD00559,"Eggs, Meat & Fish",Fish,East,Markapur,Andhra Pradesh,9136,6677.43,37,2458.57,26.91,0.263333333,6/30/2023,,,,,,,,
ORD00560,"Eggs, Meat & Fish",Fish,Central,Ongole,Andhra Pradesh,9130,7244.53,37,1885.47,20.65,0.184285714,4/15/2023,,,,,,,,
ORD00561,Snacks,Chocolates,Central,Prakasham,Andhra Pradesh,9125,7863.38,36,1261.62,13.83,0.212,6/18/2024,,,,,,,,
ORD00562,Snacks,Noodles,Central,Kurnool,Andhra Pradesh,9124,6758.74,36,2365.26,25.92,0.271666667,9/11/2023,,,,,,,,
ORD00563,"Eggs, Meat & Fish",Chicken,East,Ballari,Andhra Pradesh,9112,7021.34,36,2090.66,22.94,0.24,5/10/2024,,,,,,,,
ORD00564,Snacks,Chocolates,West,Ongole,Andhra Pradesh,9110,6570.83,36,2539.17,27.87,0.26,12/1/2024,,,,,,,,
ORD00565,Bakery,Cakes,South,Eluru,Andhra Pradesh,9106,6117.27,36,2988.73,32.82,0.256,5/11/2022,,,,,,,,
ORD00566,Bakery,Breads & Buns,Central,Ongole,Andhra Pradesh,9103,6761.46,36,2341.54,25.72,0.24375,7/10/2024,,,,,,,,
ORD00567,Beverages,Soft Drinks,South,Visakhapatnam,Andhra Pradesh,9102,6961.59,36,2140.41,23.52,0.254285714,11/1/2023,,,,,,,,
ORD00568,"Eggs, Meat & Fish",Mutton,East,Kanyakumari,Andhra Pradesh,9102,7307.78,36,1794.22,19.71,0.24,8/23/2022,,,,,,,,
ORD00569,Bakery,Breads & Buns,East,Markapur,Andhra Pradesh,9101,6798.2,36,2302.8,25.3,0.246,12/17/2022,,,,,,,,
ORD00570,Beverages,Soft Drinks,Central,Kadiri,Andhra Pradesh,9093,7683.01,36,1409.99,15.51,0.27,2/2/2022,,,,,,,,
ORD00571,Bakery,Biscuits,South,Krishnagiri,Andhra Pradesh,9088,6324.5,36,2763.5,30.41,0.196666667,2/1/2023,,,,,,,,
ORD00572,Food Grains,Organic Staples,East,Krishnagiri,Andhra Pradesh,9086,6444.66,36,2641.34,29.07,0.2,11/13/2022,,,,,,,,
ORD00573,Snacks,Chocolates,South,Vellore,Andhra Pradesh,9074,7436.9,36,1637.1,18.04,0.22,6/29/2023,,,,,,,,
ORD00574,Snacks,Cookies,West,Viluppuram,Andhra Pradesh,9062,7370.4,36,1691.6,18.67,0.16,8/6/2023,,,,,,,,
ORD00575,Beverages,Soft Drinks,East,Anathapuram,Andhra Pradesh,9058,6784.7,36,2273.3,25.1,0.232857143,6/12/2024,,,,,,,,
ORD00576,Bakery,Cakes,East,Anathapuram,Andhra Pradesh,9054,6108.66,36,2945.34,32.53,0.221428571,7/15/2023,,,,,,,,
ORD00577,Bakery,Breads & Buns,South,Cumbum,Andhra Pradesh,9045,6424.36,36,2620.64,28.97,0.286,9/5/2022,,,,,,,,
ORD00578,"Eggs, Meat & Fish",Mutton,East,Guntur,Andhra Pradesh,9043,7434.78,36,1608.22,17.78,0.25,9/30/2022,,,,,,,,
ORD00579,Food Grains,Dals & Pulses,Central,Kodmur,Andhra Pradesh,9042,7413.88,36,1628.12,18.01,0.235,1/15/2024,,,,,,,,
